track,sample,hours,lat,lon,pressure
29,10.0,282,20.27,109.35,987.6
29,10.0,288,22.06,108.94,995.5
29,10.0,294,22.67,107.72,1000.5
29,10.0,300,22.75,106.22,1004.8
30,10.0,204,45.89,140.15,985.0
30,10.0,210,47.08,142.15,986.0
30,10.0,216,49.13,144.88,988.4
30,10.0,222,50.1,146.87,987.6
30,10.0,228,51.17,147.88,981.8
30,10.0,234,51.82,148.11,986.4
30,10.0,240,52.37,149.85,984.8
30,10.0,246,52.19,151.73,978.8
30,10.0,252,51.58,153.46,984.6
30,10.0,258,50.83,157.44,988.8
30,10.0,264,51.76,162.86,989.2
30,10.0,270,52.39,167.06,985.6
30,10.0,276,55.82,170.12,986.6
33,10.0,282,15.38,-103.96,1008.0
33,10.0,288,16.07,-104.03,1006.4
33,10.0,294,15.97,-105.12,1004.8
33,10.0,300,16.53,-105.77,1006.9
33,10.0,306,16.97,-106.61,1003.6
33,10.0,312,17.37,-107.47,1005.8
AL912025,10.0,0,11.7,-36.0,1011.0
EP112025,10.0,0,14.3,-137.3,958.0
EP112025,10.0,6,14.58,-138.75,975.3
EP112025,10.0,12,15.01,-139.66,972.0
EP112025,10.0,18,15.36,-140.69,966.2
EP112025,10.0,24,15.73,-141.68,964.1
EP112025,10.0,30,16.11,-142.91,964.8
EP112025,10.0,36,16.53,-143.78,965.9
EP112025,10.0,42,17.08,-145.03,968.2
EP112025,10.0,48,17.66,-146.08,976.5
EP112025,10.0,54,18.31,-147.23,976.1
EP112025,10.0,60,19.02,-148.3,982.9
EP112025,10.0,66,19.84,-149.36,989.0
EP112025,10.0,72,20.87,-150.46,991.6
EP112025,10.0,78,21.61,-151.57,994.8
EP112025,10.0,84,22.61,-152.78,993.7
EP112025,10.0,90,23.3,-154.04,997.6
EP112025,10.0,96,24.2,-155.59,1003.7
EP112025,10.0,102,24.85,-156.93,1001.9
EP112025,10.0,108,25.24,-158.31,1002.9
EP112025,10.0,114,26.07,-159.32,1004.0
EP112025,10.0,120,26.73,-160.75,1006.2
EP112025,10.0,126,27.35,-161.63,1006.6
EP112025,10.0,132,27.9,-163.3,1005.5
EP112025,10.0,138,28.09,-164.88,1004.5
EP112025,10.0,144,28.45,-165.67,1007.5
EP112025,10.0,150,28.7,-166.85,1007.1
EP112025,10.0,156,28.95,-167.98,1009.2
EP112025,10.0,162,29.22,-169.42,1007.8
EP112025,10.0,168,29.35,-170.09,1010.1
EP112025,10.0,174,30.03,-171.31,1009.8
EP112025,10.0,180,30.75,-171.93,1012.9
EP112025,10.0,186,31.68,-172.45,1011.1
EP112025,10.0,192,32.2,-172.71,1010.4
EP112025,10.0,198,33.11,-172.07,1012.5
EP112025,10.0,204,33.35,-172.1,1009.2
EP112025,10.0,210,33.87,-170.52,1013.4
EP112025,10.0,216,34.43,-169.98,1012.7
EP112025,10.0,222,35.01,-168.2,1012.9
EP112025,10.0,228,35.12,-165.22,1006.4
EP112025,10.0,234,35.42,-163.04,1010.1
2,11.0,6,17.56,116.87,1003.2
2,11.0,12,18.2,116.47,1002.4
2,11.0,18,18.24,115.77,1001.0
2,11.0,24,18.63,115.2,1001.6
2,11.0,30,18.92,114.48,998.6
2,11.0,36,19.64,113.97,997.5
2,11.0,42,20.16,113.56,988.2
2,11.0,48,21.07,113.07,989.9
2,11.0,54,21.61,112.43,985.2
2,11.0,60,22.52,111.9,988.4
2,11.0,66,23.16,111.2,996.3
2,11.0,72,23.59,110.17,995.8
2,11.0,78,23.98,109.69,1001.4
2,11.0,84,24.46,109.07,1001.8
2,11.0,90,24.35,108.72,1001.4
2,11.0,96,24.11,108.17,1003.0
36,11.0,138,14.57,-23.79,1007.0
36,11.0,144,14.88,-25.21,1008.0
36,11.0,150,15.32,-26.43,1007.1
36,11.0,156,15.42,-27.84,1005.5
36,11.0,162,15.68,-29.5,1001.9
36,11.0,168,15.8,-30.8,1000.0
36,11.0,174,16.1,-32.13,995.4
36,11.0,180,16.4,-33.43,987.2
36,11.0,186,16.6,-34.79,972.8
36,11.0,192,16.72,-35.98,978.6
36,11.0,198,17.38,-36.6,980.4
36,11.0,204,17.88,-37.34,972.8
36,11.0,210,18.28,-38.54,988.4
36,11.0,216,18.81,-39.79,986.5
36,11.0,222,19.73,-40.63,988.5
36,11.0,228,20.37,-42.03,992.7
36,11.0,234,21.26,-43.3,994.3
36,11.0,240,22.11,-44.32,992.8
36,11.0,246,23.26,-45.4,993.1
36,11.0,252,24.0,-46.63,995.2
36,11.0,258,25.22,-47.78,996.2
36,11.0,264,26.42,-48.47,995.7
36,11.0,270,27.6,-49.46,996.1
36,11.0,276,29.27,-50.17,995.6
36,11.0,282,30.57,-51.18,996.3
36,11.0,288,31.74,-51.09,990.6
36,11.0,294,32.91,-51.43,996.4
36,11.0,300,34.01,-50.84,998.0
36,11.0,306,35.38,-49.3,993.3
36,11.0,312,36.6,-47.57,986.4
40,11.0,162,15.56,-104.27,1006.5
40,11.0,168,16.76,-105.25,1007.3
40,11.0,174,16.78,-105.67,1007.2
40,11.0,180,17.16,-106.17,1001.6
40,11.0,186,17.39,-106.86,1000.3
40,11.0,192,17.9,-107.16,1002.9
40,11.0,198,18.03,-107.73,993.8
40,11.0,204,18.65,-108.02,997.9
40,11.0,210,19.19,-108.66,996.5
40,11.0,216,19.94,-109.18,992.5
40,11.0,222,20.58,-108.91,991.0
40,11.0,228,20.96,-108.86,993.0
40,11.0,234,22.26,-108.81,988.9
40,11.0,240,23.59,-108.45,985.7
40,11.0,246,25.16,-107.92,978.4
40,11.0,252,25.88,-108.42,988.5
40,11.0,258,27.0,-108.6,999.5
AL912025,11.0,0,11.7,-36.0,1011.0
EP112025,11.0,0,14.3,-137.3,958.0
EP112025,11.0,6,14.79,-138.36,971.3
EP112025,11.0,12,15.13,-139.33,969.8
EP112025,11.0,18,15.59,-140.43,972.2
EP112025,11.0,24,16.08,-141.49,975.7
EP112025,11.0,30,16.35,-142.69,966.8
EP112025,11.0,36,16.6,-143.68,975.1
EP112025,11.0,42,16.98,-144.68,972.4
EP112025,11.0,48,17.29,-145.62,976.2
EP112025,11.0,54,17.78,-146.81,984.0
EP112025,11.0,60,18.39,-147.83,982.6
EP112025,11.0,66,18.6,-149.05,992.6
EP112025,11.0,72,19.02,-149.95,995.1
EP112025,11.0,78,19.11,-151.67,1002.6
EP112025,11.0,84,18.97,-153.18,1006.1
EP112025,11.0,90,18.91,-154.46,1007.0
EP112025,11.0,96,19.24,-155.44,1007.5
EP112025,11.0,102,19.68,-157.73,1009.4
EP112025,11.0,108,20.41,-158.76,1009.8
2,12.0,6,17.66,116.92,1002.1
2,12.0,12,18.34,116.86,1003.6
2,12.0,18,18.68,115.85,1001.4
2,12.0,24,18.8,115.42,1002.8
2,12.0,30,19.17,114.34,1000.3
2,12.0,36,19.77,113.72,996.1
2,12.0,42,20.42,113.26,991.3
2,12.0,48,20.94,112.69,990.6
2,12.0,54,21.8,112.09,991.6
2,12.0,60,22.59,111.51,995.2
2,12.0,66,23.26,111.1,997.2
2,12.0,72,23.64,110.39,1000.6
2,12.0,78,24.44,110.15,1001.9
2,12.0,84,24.97,109.88,1003.9
2,12.0,90,25.01,108.98,1004.1
2,12.0,96,24.95,108.74,1002.6
20,12.0,108,24.15,-158.09,1010.3
20,12.0,114,23.69,-160.47,1010.9
20,12.0,120,23.83,-161.95,1012.3
20,12.0,126,24.38,-163.32,1011.5
20,12.0,132,25.46,-165.11,1012.1
20,12.0,138,25.68,-167.53,1010.7
20,12.0,144,26.42,-169.42,1010.0
20,12.0,150,26.26,-171.76,1007.8
20,12.0,156,26.33,-174.28,1010.3
20,12.0,162,26.59,-176.36,1009.9
20,12.0,168,26.81,-178.41,1011.5
20,12.0,174,26.41,179.73,1008.2
20,12.0,180,26.24,177.94,1009.7
20,12.0,186,25.88,176.41,1009.0
20,12.0,192,25.46,175.06,1007.6
20,12.0,198,24.73,173.97,1007.3
20,12.0,204,24.43,173.2,1006.5
20,12.0,210,23.91,172.27,1006.6
20,12.0,216,24.22,171.76,1007.3
20,12.0,222,24.12,170.97,1007.5
20,12.0,228,24.55,170.93,1004.0
20,12.0,234,25.28,171.0,1004.2
20,12.0,240,25.86,170.66,1002.3
20,12.0,246,26.89,171.19,1002.6
20,12.0,252,27.46,171.6,1001.1
20,12.0,258,28.0,171.86,1000.2
20,12.0,264,28.54,172.53,999.1
20,12.0,270,28.93,172.89,994.1
20,12.0,276,29.55,173.61,992.3
20,12.0,282,29.94,173.62,996.7
20,12.0,288,30.33,173.69,997.5
20,12.0,294,30.69,173.87,998.5
20,12.0,300,30.76,173.71,1000.9
20,12.0,306,31.12,173.39,1003.9
20,12.0,312,31.29,172.9,1003.4
28,12.0,168,17.29,-103.34,1009.2
28,12.0,174,16.74,-104.13,1007.0
28,12.0,180,16.47,-110.35,1009.3
28,12.0,186,16.54,-111.35,1005.9
28,12.0,192,16.48,-111.67,1005.2
28,12.0,198,16.66,-112.12,1003.1
28,12.0,204,19.13,-108.52,1000.7
28,12.0,210,19.97,-109.07,1002.5
28,12.0,216,20.0,-110.61,1002.8
28,12.0,222,20.79,-111.76,997.4
28,12.0,228,20.57,-112.65,1002.7
28,12.0,234,20.51,-113.49,997.5
28,12.0,240,21.1,-113.88,1000.7
28,12.0,246,21.22,-114.07,999.1
28,12.0,252,21.64,-114.15,1002.1
28,12.0,258,22.22,-114.64,1000.2
28,12.0,264,22.68,-115.19,1000.9
28,12.0,270,23.46,-115.83,999.4
28,12.0,276,23.58,-116.24,1003.0
28,12.0,282,23.43,-116.97,1005.0
28,12.0,288,24.1,-115.69,1003.5
28,12.0,294,22.94,-117.79,1006.8
28,12.0,300,22.68,-118.55,1007.0
28,12.0,306,22.36,-118.69,1010.2
28,12.0,312,21.98,-118.72,1008.0
29,12.0,174,16.51,-111.11,1007.4
29,12.0,180,16.8,-111.45,1009.4
29,12.0,186,16.53,-111.3,1005.9
29,12.0,192,18.2,-106.61,1003.8
29,12.0,198,18.61,-107.22,1003.4
29,12.0,204,19.21,-108.5,1000.6
29,12.0,210,19.97,-109.07,1002.5
29,12.0,216,20.0,-110.61,1002.8
29,12.0,222,20.79,-111.76,997.4
29,12.0,228,20.57,-112.65,1002.7
29,12.0,234,20.51,-113.49,997.5
29,12.0,240,21.1,-113.88,1000.7
29,12.0,246,21.22,-114.07,999.1
29,12.0,252,21.64,-114.15,1002.1
29,12.0,258,22.22,-114.64,1000.2
29,12.0,264,22.68,-115.19,1000.9
29,12.0,270,23.46,-115.83,999.4
29,12.0,276,23.58,-116.24,1003.0
29,12.0,282,23.43,-116.97,1005.0
29,12.0,288,24.1,-115.69,1003.5
29,12.0,294,22.94,-117.79,1006.8
29,12.0,300,22.68,-118.55,1007.0
29,12.0,306,22.36,-118.69,1010.2
29,12.0,312,21.98,-118.72,1008.0
30,12.0,186,17.09,-106.13,1005.8
30,12.0,192,17.94,-106.45,1003.8
30,12.0,198,18.62,-107.44,1003.4
30,12.0,204,19.21,-108.5,1000.6
30,12.0,210,19.97,-109.07,1002.5
30,12.0,216,20.0,-110.61,1002.8
30,12.0,222,20.79,-111.76,997.4
30,12.0,228,20.57,-112.65,1002.7
30,12.0,234,20.51,-113.49,997.5
30,12.0,240,21.1,-113.88,1000.7
30,12.0,246,21.22,-114.07,999.1
30,12.0,252,21.64,-114.15,1002.1
30,12.0,258,22.22,-114.64,1000.2
30,12.0,264,22.68,-115.19,1000.9
30,12.0,270,23.46,-115.83,999.4
30,12.0,276,23.58,-116.24,1003.0
30,12.0,282,23.43,-116.97,1005.0
30,12.0,288,24.1,-115.69,1003.5
30,12.0,294,22.94,-117.79,1006.8
30,12.0,300,22.68,-118.55,1007.0
30,12.0,306,22.36,-118.69,1010.2
30,12.0,312,21.98,-118.72,1008.0
55,12.0,276,18.31,-44.75,1001.0
55,12.0,282,17.67,-43.75,1008.9
55,12.0,288,18.56,-43.83,1003.5
55,12.0,294,20.27,-44.25,1003.7
55,12.0,300,19.52,-44.4,1004.1
55,12.0,306,19.82,-45.69,1003.8
55,12.0,312,20.19,-46.03,1001.4
63,12.0,276,10.6,-47.86,999.3
63,12.0,282,14.21,-43.05,1008.7
63,12.0,288,18.56,-43.83,1003.5
63,12.0,294,20.27,-44.25,1003.7
63,12.0,300,19.52,-44.4,1004.1
63,12.0,306,19.82,-45.69,1003.8
63,12.0,312,20.19,-46.03,1001.4
AL912025,12.0,0,11.7,-36.0,1011.0
EP112025,12.0,0,14.3,-137.3,958.0
EP112025,12.0,6,14.8,-138.56,975.2
EP112025,12.0,12,15.18,-139.62,967.3
EP112025,12.0,18,15.48,-140.64,980.8
EP112025,12.0,24,15.95,-141.55,970.9
EP112025,12.0,30,16.45,-142.71,970.7
EP112025,12.0,36,16.73,-144.03,976.5
EP112025,12.0,42,17.53,-144.95,977.9
EP112025,12.0,48,17.79,-146.0,981.8
EP112025,12.0,54,18.52,-147.34,981.3
EP112025,12.0,60,19.19,-148.58,986.8
EP112025,12.0,66,20.0,-149.43,988.8
EP112025,12.0,72,20.02,-150.51,994.8
EP112025,12.0,78,20.36,-152.08,1002.1
EP112025,12.0,84,21.12,-153.21,1003.3
EP112025,12.0,90,21.53,-154.55,1003.7
EP112025,12.0,96,22.19,-155.94,1006.1
EP112025,12.0,102,23.04,-157.32,1005.8
0,13.0,6,17.78,116.83,1001.1
0,13.0,12,17.89,115.53,1004.9
0,13.0,18,18.37,115.81,1002.3
0,13.0,24,18.33,114.49,1002.9
0,13.0,30,18.76,114.08,999.9
0,13.0,36,19.74,113.67,1000.5
0,13.0,42,20.27,112.78,999.5
0,13.0,48,20.37,111.91,996.1
0,13.0,54,20.93,111.47,991.2
0,13.0,60,21.91,110.71,994.9
0,13.0,66,22.37,109.66,995.8
0,13.0,72,22.49,108.74,1000.0
0,13.0,78,22.85,108.02,999.7
0,13.0,84,23.2,107.37,1002.3
0,13.0,90,23.45,106.57,1004.5
0,13.0,96,23.53,105.65,1003.7
15,13.0,150,15.15,-102.38,1008.1
15,13.0,156,15.03,-101.76,1006.6
15,13.0,162,15.63,-101.89,1001.7
15,13.0,168,16.37,-102.32,1003.6
15,13.0,174,16.3,-102.87,1003.2
15,13.0,180,17.06,-103.18,1005.8
15,13.0,186,16.85,-102.56,1003.7
15,13.0,192,16.79,-104.94,999.5
15,13.0,198,16.91,-105.09,993.8
15,13.0,204,17.03,-105.91,998.1
15,13.0,210,17.05,-106.2,990.8
15,13.0,216,17.05,-106.22,991.5
15,13.0,222,17.74,-106.67,989.5
15,13.0,228,18.26,-107.06,994.3
15,13.0,234,18.7,-107.68,990.0
15,13.0,240,19.15,-108.42,988.9
15,13.0,246,19.97,-108.84,991.9
15,13.0,252,20.62,-109.67,981.5
15,13.0,258,21.1,-110.15,978.9
15,13.0,264,21.8,-110.67,964.0
15,13.0,270,22.56,-110.89,966.7
15,13.0,276,23.61,-111.22,962.8
15,13.0,282,24.88,-110.97,968.0
15,13.0,288,26.3,-111.26,983.3
15,13.0,294,27.45,-111.6,984.6
15,13.0,300,28.99,-111.47,996.6
15,13.0,306,30.67,-110.98,1000.9
15,13.0,312,32.78,-110.6,1000.1
18,13.0,168,15.52,-112.47,1005.9
18,13.0,174,16.2,-112.96,1006.1
18,13.0,180,15.95,-113.82,1006.0
18,13.0,186,17.2,-114.25,1005.3
18,13.0,192,17.53,-114.82,1000.9
18,13.0,198,18.57,-114.88,1004.2
18,13.0,204,18.99,-114.74,1005.1
18,13.0,210,19.32,-114.71,1004.9
18,13.0,216,19.22,-114.57,1004.3
18,13.0,222,18.74,-114.05,1002.3
18,13.0,228,18.94,-113.49,1005.7
18,13.0,234,18.75,-107.84,990.5
18,13.0,240,19.09,-108.06,988.2
18,13.0,246,19.97,-108.84,991.9
18,13.0,252,20.62,-109.67,981.5
18,13.0,258,21.1,-110.15,978.9
18,13.0,264,21.8,-110.67,964.0
18,13.0,270,22.56,-110.89,966.7
18,13.0,276,23.61,-111.22,962.8
18,13.0,282,24.88,-110.97,968.0
18,13.0,288,26.3,-111.26,983.3
18,13.0,294,27.45,-111.6,984.6
18,13.0,300,28.99,-111.47,996.6
18,13.0,306,30.67,-110.98,1000.9
18,13.0,312,32.78,-110.6,1000.1
19,13.0,174,13.26,-136.97,1007.2
19,13.0,180,13.4,-137.87,1006.2
19,13.0,186,13.38,-138.56,1006.1
19,13.0,192,13.02,-140.23,1004.9
19,13.0,198,13.38,-140.56,1002.5
19,13.0,204,13.28,-141.36,1003.9
19,13.0,210,13.69,-141.53,1003.9
19,13.0,216,13.87,-142.36,1002.3
19,13.0,222,13.9,-143.42,999.5
19,13.0,228,13.78,-143.9,1004.3
19,13.0,234,14.38,-144.14,1000.8
19,13.0,240,14.73,-144.44,1002.9
19,13.0,246,15.37,-144.72,998.1
19,13.0,252,16.06,-145.32,1000.7
19,13.0,258,16.79,-146.05,998.6
19,13.0,264,17.19,-146.94,998.9
19,13.0,270,17.79,-147.55,1000.7
19,13.0,276,18.3,-148.38,1001.6
19,13.0,282,18.75,-149.4,1002.5
19,13.0,288,19.3,-149.99,1004.5
19,13.0,294,19.73,-151.02,1006.1
19,13.0,300,19.92,-151.91,1006.0
19,13.0,306,20.06,-152.53,1004.8
19,13.0,312,19.89,-153.16,1006.5
20,13.0,174,18.2,146.17,1005.0
20,13.0,180,18.33,144.47,1006.7
20,13.0,186,18.22,144.03,1007.6
20,13.0,192,18.79,143.28,1004.6
20,13.0,198,18.77,142.75,997.8
20,13.0,204,19.46,142.68,999.1
20,13.0,210,19.76,142.45,997.9
20,13.0,216,20.28,142.02,990.3
20,13.0,222,21.0,141.82,998.1
20,13.0,228,21.55,141.65,992.7
20,13.0,234,21.67,140.9,990.1
20,13.0,240,22.06,140.54,986.6
20,13.0,246,22.36,140.17,979.4
20,13.0,252,22.87,139.33,968.8
20,13.0,258,22.74,139.42,970.3
20,13.0,264,23.24,138.98,953.2
20,13.0,270,23.59,138.7,941.0
20,13.0,276,23.96,138.06,941.3
20,13.0,282,24.16,137.62,948.5
20,13.0,288,24.45,137.48,947.7
20,13.0,294,24.94,137.07,954.4
20,13.0,300,25.28,136.67,948.2
20,13.0,306,25.65,136.05,956.8
20,13.0,312,25.73,135.8,945.0
27,13.0,222,11.65,-22.61,1008.7
27,13.0,228,12.42,-23.84,1009.3
27,13.0,234,12.6,-25.05,1007.4
27,13.0,240,12.77,-26.83,1006.1
27,13.0,246,12.72,-28.4,1005.8
27,13.0,252,13.26,-29.63,1005.8
27,13.0,258,13.88,-31.06,1001.6
27,13.0,264,14.12,-32.45,1002.2
27,13.0,270,14.72,-33.66,999.7
27,13.0,276,15.2,-35.02,994.3
27,13.0,282,16.08,-36.43,993.9
27,13.0,288,16.41,-37.68,998.1
27,13.0,294,16.64,-39.13,998.6
27,13.0,300,17.33,-40.94,993.0
27,13.0,306,18.06,-43.44,991.8
27,13.0,312,18.48,-45.63,987.9
29,13.0,234,18.74,-113.01,1000.1
29,13.0,240,19.15,-108.42,988.9
29,13.0,246,19.97,-108.84,991.9
29,13.0,252,20.62,-109.67,981.5
29,13.0,258,21.1,-110.15,978.9
29,13.0,264,21.8,-110.67,964.0
29,13.0,270,22.56,-110.89,966.7
29,13.0,276,23.61,-111.22,962.8
29,13.0,282,24.88,-110.97,968.0
29,13.0,288,26.3,-111.26,983.3
29,13.0,294,27.45,-111.6,984.6
29,13.0,300,28.99,-111.47,996.6
29,13.0,306,30.67,-110.98,1000.9
29,13.0,312,32.78,-110.6,1000.1
AL912025,13.0,0,11.7,-36.0,1011.0
EP112025,13.0,0,14.3,-137.3,958.0
EP112025,13.0,6,14.85,-138.43,979.3
EP112025,13.0,12,15.35,-139.3,977.6
EP112025,13.0,18,15.64,-140.33,982.8
EP112025,13.0,24,15.89,-141.05,985.7
EP112025,13.0,30,16.49,-142.01,984.3
EP112025,13.0,36,16.87,-142.94,983.8
EP112025,13.0,42,17.3,-144.13,982.8
EP112025,13.0,48,17.68,-145.26,982.6
EP112025,13.0,54,18.3,-146.3,984.3
EP112025,13.0,60,19.03,-147.32,985.2
EP112025,13.0,66,19.45,-148.35,985.7
EP112025,13.0,72,19.85,-149.41,997.0
EP112025,13.0,78,20.26,-150.44,997.6
EP112025,13.0,84,20.42,-151.83,1001.0
EP112025,13.0,90,20.94,-153.19,1006.6
EP112025,13.0,96,21.41,-154.85,1007.9
EP112025,13.0,102,21.95,-156.38,1008.4
EP112025,13.0,108,22.44,-157.83,1008.5
EP112025,13.0,114,22.47,-159.3,1010.5
EP112025,13.0,120,24.04,-161.5,1012.0
1,14.0,6,17.6,117.63,1002.7
1,14.0,12,18.27,116.8,1002.6
1,14.0,18,18.61,116.23,1000.7
1,14.0,24,19.09,115.55,1000.2
1,14.0,30,19.4,114.89,999.1
1,14.0,36,20.01,114.1,995.1
1,14.0,42,20.44,113.91,994.9
1,14.0,48,20.99,113.3,992.3
1,14.0,54,21.73,112.92,988.2
1,14.0,60,22.46,111.97,993.2
1,14.0,66,23.05,111.53,997.5
1,14.0,72,23.2,110.4,999.2
1,14.0,78,23.64,109.8,1003.2
1,14.0,84,24.09,109.38,1001.7
1,14.0,90,23.83,108.38,1002.5
1,14.0,96,23.82,107.39,1000.8
1,14.0,102,24.01,106.71,1003.3
1,14.0,108,24.03,106.51,1003.0
14,14.0,120,14.23,-107.09,1006.7
14,14.0,126,14.05,-107.83,1003.3
14,14.0,132,14.54,-108.25,1005.1
14,14.0,138,15.16,-108.96,1004.5
14,14.0,144,15.39,-109.09,1002.7
14,14.0,150,15.96,-109.41,1001.9
14,14.0,156,17.14,-109.7,1001.1
14,14.0,162,16.56,-110.25,998.4
14,14.0,168,17.05,-110.13,993.3
14,14.0,174,17.3,-110.87,996.7
14,14.0,180,18.0,-111.31,996.6
14,14.0,186,18.05,-112.04,990.8
14,14.0,192,18.64,-112.89,983.3
14,14.0,198,18.84,-113.12,983.6
14,14.0,204,19.38,-113.22,983.6
14,14.0,210,19.78,-113.57,983.1
14,14.0,216,20.36,-113.47,982.4
14,14.0,222,20.79,-113.92,982.7
14,14.0,228,21.81,-114.31,971.9
14,14.0,234,22.45,-114.18,979.5
14,14.0,240,23.32,-114.56,980.4
14,14.0,246,23.9,-114.81,986.0
14,14.0,252,24.59,-114.63,986.7
14,14.0,258,25.12,-114.62,992.9
14,14.0,264,26.19,-114.61,998.3
14,14.0,270,26.86,-114.23,1002.3
14,14.0,276,28.75,-113.93,1002.1
14,14.0,282,29.36,-113.41,999.8
14,14.0,288,31.9,-113.01,1001.6
22,14.0,162,15.41,-99.56,1003.5
22,14.0,168,15.36,-100.94,1004.9
22,14.0,174,17.2,-108.08,996.8
22,14.0,180,18.0,-111.31,996.6
22,14.0,186,18.05,-112.04,990.8
22,14.0,192,18.64,-112.89,983.3
22,14.0,198,18.84,-113.12,983.6
22,14.0,204,19.38,-113.22,983.6
22,14.0,210,19.78,-113.57,983.1
22,14.0,216,20.36,-113.47,982.4
22,14.0,222,20.79,-113.92,982.7
22,14.0,228,21.81,-114.31,971.9
22,14.0,234,22.45,-114.18,979.5
22,14.0,240,23.32,-114.56,980.4
22,14.0,246,23.9,-114.81,986.0
22,14.0,252,24.59,-114.63,986.7
22,14.0,258,25.12,-114.62,992.9
22,14.0,264,26.19,-114.61,998.3
22,14.0,270,26.86,-114.23,1002.3
22,14.0,276,28.75,-113.93,1002.1
22,14.0,282,29.36,-113.41,999.8
22,14.0,288,31.9,-113.01,1001.6
24,14.0,174,12.15,-29.26,1008.5
24,14.0,180,12.35,-30.47,1007.3
24,14.0,186,12.83,-31.34,1005.2
24,14.0,192,13.35,-32.52,1006.8
24,14.0,198,13.51,-33.67,1002.9
24,14.0,204,13.93,-34.9,1002.2
24,14.0,210,13.69,-36.08,1005.2
24,14.0,216,14.16,-36.75,1005.6
24,14.0,222,14.44,-36.96,999.8
24,14.0,228,14.7,-37.83,996.7
24,14.0,234,14.62,-38.89,995.3
24,14.0,240,14.47,-40.03,990.2
24,14.0,246,14.46,-41.13,982.7
24,14.0,252,14.71,-42.02,984.4
24,14.0,258,15.12,-43.18,983.1
24,14.0,264,15.61,-44.4,969.1
24,14.0,270,15.58,-45.89,976.4
24,14.0,276,16.12,-47.37,954.7
24,14.0,282,16.28,-48.56,967.5
24,14.0,288,16.64,-50.01,952.7
24,14.0,294,17.08,-51.59,958.1
24,14.0,300,17.26,-52.85,957.4
24,14.0,306,17.59,-54.42,952.3
24,14.0,312,18.0,-55.4,961.5
28,14.0,180,15.9,-119.74,1003.9
28,14.0,186,16.0,-119.65,1004.3
28,14.0,192,15.86,-119.67,1004.1
28,14.0,198,16.37,-119.77,1001.1
28,14.0,204,16.72,-119.41,1002.8
28,14.0,210,16.89,-119.06,1006.1
28,14.0,216,19.89,-113.93,982.4
28,14.0,222,20.98,-113.9,982.7
28,14.0,228,21.81,-114.31,971.9
28,14.0,234,22.45,-114.18,979.5
28,14.0,240,23.32,-114.56,980.4
28,14.0,246,23.9,-114.81,986.0
28,14.0,252,24.59,-114.63,986.7
28,14.0,258,25.12,-114.62,992.9
28,14.0,264,26.19,-114.61,998.3
28,14.0,270,26.86,-114.23,1002.3
28,14.0,276,28.75,-113.93,1002.1
28,14.0,282,29.36,-113.41,999.8
28,14.0,288,31.9,-113.01,1001.6
36,14.0,204,26.38,-66.05,1006.2
36,14.0,210,26.71,-66.26,1005.3
36,14.0,216,26.95,-66.25,1006.1
36,14.0,222,26.94,-66.27,1005.1
36,14.0,228,27.5,-66.73,1003.6
36,14.0,234,28.14,-67.33,1003.4
36,14.0,240,28.2,-67.5,1000.7
36,14.0,246,28.58,-67.26,1001.3
36,14.0,252,29.05,-67.06,997.6
36,14.0,258,29.31,-66.81,996.7
36,14.0,264,29.76,-66.43,993.6
36,14.0,270,29.91,-65.63,999.1
36,14.0,276,30.11,-65.29,994.1
36,14.0,282,30.09,-64.9,998.3
36,14.0,288,30.24,-64.09,992.7
36,14.0,294,30.37,-63.03,989.7
36,14.0,300,30.46,-62.54,991.4
36,14.0,306,30.69,-62.29,989.1
36,14.0,312,30.86,-62.01,990.8
48,14.0,264,10.96,-30.55,1007.2
48,14.0,270,11.11,-31.89,1005.0
48,14.0,276,12.07,-32.9,1005.8
48,14.0,282,11.87,-34.52,1005.5
48,14.0,288,12.29,-35.53,1004.9
48,14.0,294,13.08,-37.41,1003.4
48,14.0,300,13.38,-39.38,1005.1
48,14.0,306,13.33,-41.66,1006.5
48,14.0,312,13.78,-43.64,1004.8
AL912025,14.0,0,11.7,-36.0,1011.0
EP112025,14.0,0,14.3,-137.3,958.0
EP112025,14.0,6,14.48,-138.09,981.0
EP112025,14.0,12,14.91,-138.84,985.2
EP112025,14.0,18,15.48,-139.56,987.6
EP112025,14.0,24,15.82,-140.9,983.4
EP112025,14.0,30,16.36,-141.79,983.8
EP112025,14.0,36,16.79,-142.82,975.7
EP112025,14.0,42,17.43,-144.01,976.3
EP112025,14.0,48,18.16,-145.06,977.2
EP112025,14.0,54,18.81,-146.05,977.5
EP112025,14.0,60,19.19,-146.72,984.0
EP112025,14.0,66,19.63,-147.98,988.6
EP112025,14.0,72,20.42,-149.18,994.6
EP112025,14.0,78,21.13,-150.54,1000.4
EP112025,14.0,84,22.19,-151.87,1000.5
EP112025,14.0,90,22.79,-153.09,1002.1
EP112025,14.0,96,23.47,-154.46,1002.6
EP112025,14.0,102,24.18,-155.96,1002.7
EP112025,14.0,108,24.52,-157.74,1008.7
EP112025,14.0,114,24.84,-159.35,1010.4
EP112025,14.0,120,25.63,-160.98,1010.7
EP112025,14.0,126,25.62,-162.37,1008.5
EP112025,14.0,132,26.1,-163.81,1008.0
EP112025,14.0,138,26.41,-165.11,1010.7
EP112025,14.0,144,26.58,-166.11,1010.6
EP112025,14.0,150,26.78,-167.4,1011.0
